Voltage-Current,,,,,
Time,Voltage(V),Current(A),D+(V),D-(V),Date
10:33:14,5.199,0.0585,0.02,0.01,2023-04-25
10:33:15,5.2,0.0586,0.02,0.01,2023-04-25
10:33:16,5.199,0.0587,0.02,0.01,2023-04-25
10:33:17,5.199,0.0586,0.02,0.01,2023-04-25
10:33:18,5.199,0.0586,0.02,0.01,2023-04-25
10:33:19,5.199,0.059,0.01,0.01,2023-04-25
10:33:20,5.199,0.0588,0.02,0.01,2023-04-25
10:33:21,5.199,0.0587,0.02,0.01,2023-04-25
10:33:22,5.199,0.0587,0.02,0.01,2023-04-25
10:33:23,5.199,0.0586,0.02,0.01,2023-04-25
10:33:24,5.199,0.0586,0.02,0.01,2023-04-25
10:33:25,5.199,0.0587,0.02,0.01,2023-04-25
10:33:26,5.199,0.0585,0.01,0.01,2023-04-25
10:33:27,5.2,0.0586,0.01,0.01,2023-04-25
