Voltage-Current,,,,,
Time,Voltage(V),Current(A),D+(V),D-(V),Date
10:59:29,5.205,0.0451,0.01,0.01,2023-04-20
10:59:30,5.205,0.0367,0.01,0.01,2023-04-20
10:59:31,5.207,0.0449,0.01,0.01,2023-04-20
10:59:32,5.207,0.0355,0,0,2023-04-20
10:59:33,5.208,0.0355,0,0,2023-04-20
10:59:34,5.208,0.0355,0,0,2023-04-20
10:59:35,5.208,0.0356,0,0,2023-04-20
10:59:36,5.207,0.0511,0.01,0.01,2023-04-20
10:59:37,5.205,0.0455,0.01,0.01,2023-04-20
10:59:38,5.205,0.0456,0.01,0.01,2023-04-20
10:59:39,5.208,0.0357,0.01,0.01,2023-04-20
10:59:40,5.208,0.0356,0.01,0.01,2023-04-20
10:59:41,5.208,0.0358,0.01,0.01,2023-04-20
10:59:42,5.208,0.0356,0.01,0.01,2023-04-20
10:59:43,5.208,0.0355,0.01,0.01,2023-04-20
10:59:44,5.209,0.0356,0.01,0.01,2023-04-20
10:59:45,5.208,0.0354,0.01,0.01,2023-04-20
10:59:46,5.208,0.0356,0.01,0.01,2023-04-20
10:59:47,5.208,0.0355,0.01,0.01,2023-04-20
10:59:48,5.208,0.0356,0.01,0,2023-04-20
10:59:49,5.208,0.0355,0,0,2023-04-20
10:59:50,5.209,0.0356,0,0,2023-04-20
10:59:51,5.208,0.0355,0.01,0.01,2023-04-20
10:59:52,5.208,0.0356,0,0,2023-04-20
10:59:53,5.208,0.036,0,0,2023-04-20
10:59:54,5.208,0.0363,0,0,2023-04-20
10:59:55,5.208,0.0359,0.01,0,2023-04-20
10:59:56,5.206,0.0447,0.02,0.01,2023-04-20
10:59:57,5.205,0.0449,0.02,0.01,2023-04-20
10:59:58,5.205,0.0431,0,0,2023-04-20
10:59:59,5.208,0.0357,0,0,2023-04-20
11:00:00,5.208,0.0356,0,0,2023-04-20
11:00:01,5.208,0.0369,0.01,0.01,2023-04-20
11:00:02,5.206,0.0398,0.01,0.01,2023-04-20
11:00:03,5.208,0.0361,0,0,2023-04-20
11:00:04,5.208,0.0358,0,0,2023-04-20
11:00:05,5.208,0.0356,0,0,2023-04-20
11:00:06,5.208,0.0355,0,0,2023-04-20
11:00:07,5.208,0.0356,0,0,2023-04-20
11:00:08,5.208,0.0355,0,0,2023-04-20
11:00:09,5.208,0.0356,0,0,2023-04-20
11:00:10,5.209,0.0355,0,0,2023-04-20
11:00:11,5.208,0.0355,0.01,0.01,2023-04-20
11:00:12,5.208,0.0355,0.01,0.01,2023-04-20
11:00:13,5.208,0.0355,0.01,0.01,2023-04-20
11:00:14,5.208,0.0355,0.01,0.01,2023-04-20
11:00:15,5.208,0.0355,0.01,0.01,2023-04-20
11:00:16,5.209,0.0356,0.01,0.01,2023-04-20
11:00:17,5.208,0.0355,0.01,0.01,2023-04-20
11:00:18,5.208,0.0355,0,0,2023-04-20
11:00:19,5.208,0.0356,0,0,2023-04-20
11:00:20,5.208,0.0355,0,0,2023-04-20
11:00:21,5.208,0.0354,0.01,0,2023-04-20
11:00:22,5.208,0.0354,0.01,0.01,2023-04-20
11:00:23,5.209,0.0369,0.01,0.01,2023-04-20
11:00:24,5.208,0.0373,0.01,0.01,2023-04-20
11:00:25,5.208,0.0357,0.01,0.01,2023-04-20
11:00:26,5.208,0.0509,0.02,0.01,2023-04-20
11:00:27,5.198,0.0642,0.01,0.01,2023-04-20
11:00:28,5.199,0.0492,0.01,0.01,2023-04-20
11:00:29,5.205,0.0453,0.01,0,2023-04-20
11:00:30,5.205,0.0357,0,0,2023-04-20
11:00:31,5.208,0.036,0,0,2023-04-20
11:00:32,5.208,0.0357,0,0,2023-04-20
